request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_156,9730.63,affordable_later,wait,2026-06-15:43076,2026-06-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_157,4328468.07,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"[ { ""explanation"": ""Based on a current available balance of 745417.1 INR and a minimum balance requirement of 131400.0 INR, the user was approved for an affordable installment plan for the safe amount of 242600.0 INR."" } ]"
request_159,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_160,645.38,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_161,0,not_affordable,not_recommended,none,,none,"[ { ""explanation"": ""Based on a current available balance of 41308350.0 IDR and a required minimum balance of 23010400.0 IDR, the payment was deemed not affordable with a safe amount of 0.0 IDR."" } ]"
request_162,4006072.17,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_163,9951109.8,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-11-15,reduce_to:event_15018:664050,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"[ { ""explanation"": ""Because the current available balance of 75429169.20 IDR exceeds the minimum balance to keep of 29550500.00 IDR, the payment of 27018000.00 IDR was determined to be affordable through installments as of 2025-02-04."" } ]"
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"{ ""explanation"": ""Because the safe amount to pay is 80600.0 INR and the current available balance is 366705.0 INR, a full payment has been decided as affordable now."" }"
request_166,2787.02,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,,reduce_to:event_15245:47,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"[ { ""explanation"": ""A full payment of ZAR 43,802.0 was made today because the current available balance of ZAR 105,090.3 allowed for it while successfully maintaining the minimum required balance of ZAR 31,200.0."" } ]"
request_168,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"{ ""explanation"": ""Because the safe amount to pay today is 41976.0 ZAR, the full payment was made immediately."" }"
request_170,30183194.4,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-09-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_171,49.09,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_172,9082.07,affordable_with_plan,partial_payment,2024-06-05:9082.07|2024-06-15:1117.93,2024-06-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_173,52640.85,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,,reduce_to:event_15946:2105,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"[ { ""explanation"": ""Because the safe amount to pay is 1146.2 EUR, the payment was deemed affordable only through an installment plan given the current financial standing."" } ]"
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,"[ { ""explanation"": ""Because the safe balance of 2346.3 EUR is currently available, a full payment was made to clear the balance while maintaining the required minimum reserve of 1700.0 EUR from the 4760.25 EUR available funds."" } ]"
request_176,350.63,affordable_later,wait,2025-03-15:1239.7,2025-03-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"{ ""explanation"": ""A full payment of 1017.6 USD was made because the safe amount to pay today was 1017.6 USD, which allowed for the minimum balance to be kept at 1300.0 USD."" }"
request_178,2423.56,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_179,6311328.57,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_180,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The payment was deemed not affordable and not recommended because the safe amount to pay today is 0.0 INR, given the current available balance of 134980.0 INR and the required minimum balance of 37300.0 INR."" }"
request_181,314.25,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"[ { ""explanation"": ""A full payment was made because the safe amount to pay today of 65714.0 ZAR is affordable given the current available balance of 125010.3 ZAR after accounting for the minimum balance of 31100.0 ZAR."" } ]"
request_183,23861593.4,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_184,4158.82,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_185,366.26,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_186,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_187,38384.36,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_188,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,"{ ""explanation"": ""You decided to make a full payment of 488.4 EUR today because it is affordable now and maintains your minimum balance of 400.0 EUR."" }"
request_190,553.22,affordable_later,wait,2024-12-15:2557.5,2024-12-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,"{ ""explanation"": ""A full payment of 664.4 EUR was safely made today out of the current available balance of 1591.06 EUR, while maintaining the required minimum balance of 500.0 EUR."" }"
request_192,158.76,affordable_later,wait,2026-06-15:2046,2026-06-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_193,0,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,,reduce_to:event_17837:34.5,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_194,35550.91,affordable_later,wait,2025-08-15:132800,2025-08-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_195,943.16,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-15,reduce_to:event_17957:13,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,"{ ""explanation"": ""A full payment of 762.3 EUR was decided as affordable now since the current available balance of 1575.65 EUR exceeds the minimum balance to keep of 500.0 EUR."" }"
request_197,0,not_affordable,not_recommended,none,,none,"[ { ""explanation"": ""The financial decision to decline the payment was made because the safe amount to pay was calculated as 0.0 IDR. This occurred since the current available balance of 96081218.26 IDR did not exceed the required minimum balance of 26245900.0 IDR to keep."" } ]"
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"[ { ""explanation"": ""A full payment of 185800.0 INR was decided because it is affordable now, fitting within the safe limit while maintaining the required minimum balance of 124300.0 INR."" } ]"
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"[ { ""explanation"": ""Because the safe amount to pay is IDR 23,674,000.0, the payment has been classified as affordable with an installment plan."" } ]"
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"{ ""explanation"": ""Because the safe amount to pay is 21717000.0 IDR, a full payment has been made from the available balance of 53886150.0 IDR while maintaining the required minimum balance of 20114600.0 IDR."" }"
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"[ { ""explanation"": ""Because the current available balance of 77973400.0 IDR and the safe limit of 23997000.0 IDR support it while maintaining the minimum required balance of 17304500.0 IDR, a full payment decision was made as affordable now."" } ]"
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"{ ""explanation"": ""A full payment of 123900.0 INR was made because the safe amount available today allowed for it while maintaining the minimum required balance of 147800.0 INR."" }"
request_203,1281.76,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,,reduce_to:event_18728:38,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_204,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The payment was deemed not affordable and not recommended because the safe amount to pay today is 0.0 EUR, leaving the current available balance of 2626.28 EUR below the minimum balance to keep of 1300.0 EUR once any deduction is made."" }"
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"{ ""explanation"": ""A full payment was decided since it is affordable now, with a safe amount of 10621000.0 IDR available to pay."" }"
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"{ ""explanation"": ""Because the current available balance of 5231.14 EUR minus the minimum balance to keep of 900.0 EUR allows for it, a payment plan was chosen since the full amount cannot be paid until 2025-08-03."" }"
request_207,4205.61,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_208,3104179.08,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_209,1484.51,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_210,931.48,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_211,323.69,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_212,5431241.08,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"{ ""explanation"": ""Because the safe amount to pay is 3362.4 USD, the user has decided to proceed with an affordable installment plan rather than paying the full amount immediately."" }"
request_214,48636.99,affordable_with_plan,partial_payment,2024-12-04:48636.99|2024-12-15:21113.01,2024-12-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"{ ""explanation"": ""Because the safe amount to pay today is 29986.0 ZAR out of the available 93951.16 ZAR, the decision was made to handle this as affordable with a plan through installments."" }"
request_216,510.4,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_217,20318.67,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_218,24093480.12,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_219,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_220,142.97,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"[ { ""explanation"": ""A full payment of 109800.0 INR was made today because the current available balance of 268305.0 INR exceeded the minimum balance to keep of 81500.0 INR."" } ]"
request_222,30996.18,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,"[ { ""explanation"": ""Because the safe amount to pay is 898.7 EUR, a full payment decision was made since the current available balance of 2255.51 EUR exceeds the minimum balance to keep of 800.0 EUR."" } ]"
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"{ ""explanation"": ""The payment of 10327000.0 IDR was determined to be affordable through installments based on the current available balance, minimum balance requirement, and safe-to-pay limit."" }"
request_225,9928259.54,not_affordable,not_recommended,none,2026-09-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"{ ""explanation"": ""A full payment of 157000.0 INR was made because it was determined to be a safe amount to pay today, maintaining the required minimum balance."" }"
request_227,7699.12,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_228,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The payment was deemed not affordable and not recommended because the safe amount to pay today is 0.0 IDR, keeping the current available balance below the required minimum balance of 26191200.0 IDR."" }"
request_229,429.72,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,stop:event_21032,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"{ ""explanation"": ""Because the safe amount to pay is 3537.6 EUR today, a full payment decision was made to be affordable now."" }"
request_231,30621.06,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_232,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The payment was deemed not affordable and not recommended because the safe amount available to pay today is 0.0 EUR, leaving no funds above the minimum required balance of 2400.0 EUR from the current available balance of 4269.4 EUR."" }"
request_233,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The financial decision to mark the transaction as not affordable and not recommended has already been made because the safe amount to pay is 0.0 IDR, given the current available balance of 19341300.0 IDR and the required minimum balance of 10365700.0 IDR."" }"
request_234,230.3,affordable_later,wait,2026-09-15:1213.3,2026-09-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,"{ ""explanation"": ""A full payment of 967.2 USD was decided as affordable now since the safe amount to pay today is 967.2 USD, maintaining the required minimum balance of 700.0 USD from the current available balance of 2086.28 USD."" }"
request_236,6081340.68,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"[ { ""explanation"": ""A full payment of 23826000.0 IDR was determined to be affordable now based on the current available balance of 100824550.0 IDR and minimum balance requirement of 22431500.0 IDR."" } ]"
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"[ { ""explanation"": ""Because the safe amount to pay today was 663.6 USD against a current available balance of 1882.07 USD while keeping a minimum balance of 700.0 USD, a decision was made to make the payment affordable with a plan utilizing installments."" } ]"
request_239,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_240,0,not_affordable,not_recommended,none,,none,"[ { ""explanation"": ""The payment was deemed not affordable because the safe amount to pay today is 0.0 INR, given that the current available balance of 92720.0 INR is needed to maintain the minimum balance of 52800.0 INR."" } ]"
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"{ ""explanation"": ""Because the safe amount to pay is 21052000.0 IDR, the payment was deemed affordable through an installment plan while maintaining the minimum required balance of 19252000.0 IDR."" }"
request_242,0,not_affordable,not_recommended,none,,none,"[ { ""explanation"": ""Because your safe amount to pay today is 0.0 EUR, which is below the minimum balance to keep of 600.0 EUR and current available balance of 1037.4 EUR, this payment has been marked as not affordable and is not recommended."" } ]"
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"{ ""explanation"": ""Because the safe amount to pay today is 17468.0 ZAR, which is affordable now, a full payment was decided upon since the current available balance exceeds the minimum balance to keep."" }"
request_244,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_245,31337.74,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"{ ""explanation"": ""Because the current available balance of 201.692,06 ZAR minus the minimum balance to keep of 39.300,0 ZAR only allows for a safe amount to pay of 64.086,0 ZAR today, the decision was made to use an installment plan with the earliest full payment date set for 2026-04-03."" }"
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"{ ""explanation"": ""Because the safe amount available today is 1059.3 EUR while maintaining the required minimum balance of 1300.0 EUR, a full payment of 1059.3 EUR was made."" }"
request_248,929.02,affordable_with_plan,partial_payment,2025-02-07:929.02|2025-03-15:1036.58,2025-03-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_249,0,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_250,16780.04,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_251,156.24,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_252,5123708.66,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_253,1383.13,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_254,627.67,affordable_later,wait,2025-10-15:3535.2,2025-10-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"{ ""explanation"": ""A full payment of 3345000.0 IDR was safely made today, as the current available balance of 38518150.0 IDR exceeds the minimum balance of 9813900.0 IDR."" }"
request_256,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The payment was deemed not affordable and not recommended because the safe amount to pay today is 0.0 INR, given that the current available balance of 394983.28 INR must respect the minimum balance to keep of 168600.0 INR."" }"
request_257,356.04,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"{ ""explanation"": ""Because the safe amount to pay today is 1113.6 USD, a full payment decision was made to make the amount affordable now based on the current available balance of 2603.68 USD and the minimum balance to keep of 500.0 USD."" }"
request_259,202.28,affordable_later,wait,2024-11-15:935,2024-11-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_260,7980135.82,not_affordable,not_recommended,none,2025-04-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"{ ""decision"": ""affordable_now"", ""action"": ""full_payment"", ""explanation"": ""A full payment was decided because the safe amount to pay of 1830.4 EUR is currently affordable based on the available balance and minimum reserve."" }"
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"{ ""explanation"": ""A full payment was decided because the amount safe to pay of 9236000.0 IDR is currently affordable."" }"
request_263,7046.83,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_264,23012.52,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"[ { ""explanation"": ""A full payment of 45970.0 INR was deemed affordable today because the current available balance of 786105.0 INR exceeds the minimum balance of 189700.0 INR that must be kept."" } ]"
request_266,779.05,not_affordable,not_recommended,none,2025-10-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_267,839.87,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_268,1061.93,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_269,0,not_affordable,not_recommended,none,,none,"{ ""explanation"": ""The payment was deemed not affordable because the safe amount to pay today is 0.0 ZAR, and the current available balance of 45307.9 ZAR must remain above the minimum required balance of 23100.0 ZAR."" }"
request_270,138.9,not_affordable,not_recommended,none,2026-08-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_271,4674.08,not_affordable,not_recommended,none,,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_272,5420361.49,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_273,9476871.09,affordable_with_plan,partial_payment,2026-04-07:9476871.09|2026-04-15:6384128.91,2026-04-15,none,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_274,2215.42,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.6,"{""event_id"": null, ""action"": ""none"", ""new_amount"": null, ""new_date"": null, ""delay_days"": null, ""confidence"": 0.0}"
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"[ { ""explanation"": ""A full payment of 15884000.0 IDR was determined to be affordable now based on the current available balance and minimum balance requirements."" } ]"
